conversation_id,tweet_id,original_text,normalized_text,cluster_id
conv_AppleSupport_2652594,2652594,@AppleSupport I need heLP,<USER> I need heLP,7
conv_AppleSupport_269882,269882,This iOS update is trash. My phone battery goes down so quick and its slow as hell. @AppleSupport,This iOS update is trash. My phone battery goes down so quick and its slow as hell. <USER>,1
conv_AppleSupport_2758243,2758243,@115858 now how do we fix I.t ??,<USER> now how do we fix I.t ??,0
conv_AppleSupport_1977651,1977651,@115858  messed my phone up I️ can’t even use the letter I️ it started happening yesterday I️ don’t care what y’all do just fix my phone 😭,<USER> messed my phone up I️ can’t even use the letter I️ it started happening yesterday I️ don’t care what y’all do just fix my phone 😭,2
conv_AppleSupport_2228818,2228818,@115858 can y’all get cracking on a new update that doesn’t make my phone a useless hunk of metal? It’s getting outta hand. Pls &amp; thx,<USER> can y’all get cracking on a new update that doesn’t make my phone a useless hunk of metal? It’s getting outta hand. Pls &amp; thx,6
conv_AppleSupport_2777569,2777569,"@AppleSupport my iTunes password keeps getting rejected and trying to reset it, new ones keep getting shot down as previously used, though I know for a fact I have never used them. What’s up?","<USER> my iTunes password keeps getting rejected and trying to reset it, new ones keep getting shot down as previously used, though I know for a fact I have never used them. What’s up?",4
conv_AppleSupport_2495788,2495788,"@AppleSupport Hello, will I be able to pay for an item at one of your UK stores with 2 separate cards for example (split payment)? Thank you","<USER> Hello, will I be able to pay for an item at one of your UK stores with 2 separate cards for example (split payment)? Thank you",4
conv_AppleSupport_1412625,1412625,Lol @AppleSupport I️ am really digging the question mark box with the new update.,Lol <USER> I️ am really digging the question mark box with the new update.,0
conv_AppleSupport_1326025,1326025,I fucking hate apple,I fucking hate apple,4
conv_AppleSupport_2141613,2141613,"so I️ think i have 280 characters but I’m not for sure for sure bc it doesn’t say 280 anywhere, there’s just a little circle where the 140 characters used to be and okay I️ def think this is &lt;140 omg whoooo this is so exciting now I️ can talk even moreeeeeeee!!!!!!!!!!!!!!!!","so I️ think i have 280 characters but I’m not for sure for sure bc it doesn’t say 280 anywhere, there’s just a little circle where the 140 characters used to be and okay I️ def think this is &lt;140 omg whoooo this is so exciting now I️ can talk even moreeeeeeee!!!!!!!!!!!!!!!!",0
conv_AppleSupport_1575922,1575922,@115858 your product to transfer from phone to phone sucks donkey balls. Make a damn app like Samsung. Nobody knows there damn icloud pw!,<USER> your product to transfer from phone to phone sucks donkey balls. Make a damn app like Samsung. Nobody knows there damn icloud pw!,4
conv_AppleSupport_2689414,2689414,"@AppleSupport trying to restore backup but keeps saying incorrect password,help!","<USER> trying to restore backup but keeps saying incorrect password,help!",5
conv_AppleSupport_659505,659505,Why is my phone glitching? @AppleSupport,Why is my phone glitching? <USER>,2
conv_AppleSupport_1698306,1698306,@115858 fix this “I️” problem and @917 fix y’all problems. Y’all slacking right now,<USER> fix this “I️” problem and <USER> fix y’all problems. Y’all slacking right now,0
conv_AppleSupport_2309257,2309257,"@AppleSupport after using the Facebook app for some time, the information on the top shift to the left and then you have to restart the app to fix the issue. Please look into this. Thank you https://t.co/ctk5F7kJY1","<USER> after using the Facebook app for some time, the information on the top shift to the left and then you have to restart the app to fix the issue. Please look into this. Thank you <URL>",5
conv_AppleSupport_1219220,1219220,@115858 @AppleSupport Updated my 7 to iOS 11; now my WiFi is turning on by itself and connecting with random networks! How annoying...,<USER> <USER> Updated my 7 to iOS 11; now my WiFi is turning on by itself and connecting with random networks! How annoying...,3
conv_AppleSupport_1566907,1566907,@AppleSupport @115858 what’s up with this( I️ )when I’m actually want this (I) . Come on get your updates right,<USER> <USER> what’s up with this( I️ )when I’m actually want this (I) . Come on get your updates right,0
conv_AppleSupport_2301508,2301508,@AppleSupport hi apple I have the new iPhone x with green line from up to down after 3 days ..... what’s wrong with you guys 💔🙃,<USER> hi apple I have the new iPhone x with green line from up to down after 3 days ..... what’s wrong with you guys 💔🙃,2
conv_AppleSupport_2062302,2062302,@AppleSupport any indication when the extensive issues with iOS 11.0.1 will be fully resolved?,<USER> any indication when the extensive issues with iOS 11.0.1 will be fully resolved?,3
conv_AppleSupport_1978908,1978908,Has anyone seen this while typing? It’s starting to scare me. https://t.co/suqCBK3g8v,Has anyone seen this while typing? It’s starting to scare me. <URL>,7
conv_AppleSupport_522954,522954,Updated iOS but the screen is always restarting and hanging @115858,Updated iOS but the screen is always restarting and hanging <USER>,6
conv_AppleSupport_641972,641972,@AppleSupport why does the iPhone 7 get so hot while using certain apps? Mine gets too hot to touch oh and would be helpful if you had a uk support twitter page,<USER> why does the iPhone 7 get so hot while using certain apps? Mine gets too hot to touch oh and would be helpful if you had a uk support twitter page,2
conv_AppleSupport_1706195,1706195,@AppleSupport fix my damn I️ key!!!,<USER> fix my damn I️ key!!!,0
conv_AppleSupport_944359,944359,@AppleSupport I've received this email again this week can anyone tell me if this is happening them as well ❓ https://t.co/f3RCDJgsbi,<USER> I've received this email again this week can anyone tell me if this is happening them as well ❓ <URL>,7
conv_AppleSupport_1474733,1474733,"I can't hear any sound on my phone with earbuds, I think the jack is broken. What should I do? @115858","I can't hear any sound on my phone with earbuds, I think the jack is broken. What should I do? <USER>",2
conv_AppleSupport_2729118,2729118,"@AppleSupport @115858 when will battery life will improve, disabling useful features to save battery is like hiding faces...need an answer...need my money back","<USER> <USER> when will battery life will improve, disabling useful features to save battery is like hiding faces...need an answer...need my money back",1
conv_AppleSupport_2136667,2136667,Hey @AppleSupport the new capital I️ displays as “A ?” on my 11.0.1 device. Your PMs should know better than to release that horrid bug into the wild.,Hey <USER> the new capital I️ displays as “A ?” on my 11.0.1 device. Your PMs should know better than to release that horrid bug into the wild.,0
conv_AppleSupport_951920,951920,Seriously about to dump my #iphone after upgrading to iOS 11.0.2 . Wtf @115858 . 😡,Seriously about to dump my #iphone after upgrading to iOS 11.0.2 . Wtf <USER> . 😡,3
conv_AppleSupport_261343,261343,"@115858 my iPhone 6 went from 75% battery to 15 to 1 in 15 minutes, it’s time for a new phone smdh 😫#ugh #attachmentissues","<USER> my iPhone 6 went from 75% battery to 15 to 1 in 15 minutes, it’s time for a new phone smdh 😫#ugh #attachmentissues",1
conv_AppleSupport_2109786,2109786,"Hey @115858 your latest iOS update has wiped out my phone - the battery goes not long after breakfast! From full day plus, down to lucky to make it to lunchtime. Sort it out will you!","Hey <USER> your latest iOS update has wiped out my phone - the battery goes not long after breakfast! From full day plus, down to lucky to make it to lunchtime. Sort it out will you!",1
conv_AppleSupport_1548799,1548799,So none of my music downloaded in the restore?!? #iPhoneX @AppleSupport,So none of my music downloaded in the restore?!? #iPhoneX <USER>,4
conv_AppleSupport_627994,627994,"@AppleSupport I Live in Brighton, and was wondering, how long it takes to replace the battery in an IPhone 6s Plus","<USER> I Live in Brighton, and was wondering, how long it takes to replace the battery in an IPhone 6s Plus",1
conv_AppleSupport_236840,236840,"@AppleSupport @118936 iPhone Won’t Turn-on After Upgrade to iOS 11 
poor quality OS provided by apple.Don't purchase and upgrade iphone",<USER> <USER> iPhone Won’t Turn-on After Upgrade to iOS 11 poor quality OS provided by apple.Don't purchase and upgrade iphone,3
conv_AppleSupport_703070,703070,I’d be #grateful if @115858 would fix the bug in texts where I send one and the screen goes completely blank so I can’t get to any other texts and then I have to restart my phone. 😘 #thanksgiving,I’d be #grateful if <USER> would fix the bug in texts where I send one and the screen goes completely blank so I can’t get to any other texts and then I have to restart my phone. 😘 #thanksgiving,0
conv_AppleSupport_1913034,1913034,@115858 This is the third time half of my contacts have simply disappeared. What is wrong with your system?! iCloud has always been absolutely terrible at managing my contacts. Makes me want to stop using your products.,<USER> This is the third time half of my contacts have simply disappeared. What is wrong with your system?! iCloud has always been absolutely terrible at managing my contacts. Makes me want to stop using your products.,5
conv_AppleSupport_1353668,1353668,@AppleSupport What is the value of the upgrade plan to a customer?  I paid for two years and got $0 value.,<USER> What is the value of the upgrade plan to a customer? I paid for two years and got $0 value.,4
conv_AppleSupport_1886704,1886704,My #iPhone sucks after the #ios11 update. @AppleSupport @115858.,My #iPhone sucks after the #ios11 update. <USER> <USER>.,3
conv_AppleSupport_2095807,2095807,Can I type the letter ‘I’ now.,Can I type the letter ‘I’ now.,0
conv_AppleSupport_40465,40465,@AppleSupport @124871 is there a way to close all open apps and return to home screen at once with Apple classroom?,<USER> <USER> is there a way to close all open apps and return to home screen at once with Apple classroom?,5
conv_AppleSupport_1342734,1342734,"Dos cosas: La primera, la gente que se toma en serio lo que los demás escribimos en Twitter se podría enloquecer. https://t.co/i839x9kZ32","Dos cosas: La primera, la gente que se toma en serio lo que los demás escribimos en Twitter se podría enloquecer. <URL>",5
conv_AppleSupport_1350166,1350166,@AppleSupport soooo....my alarm has no sound when it goes off. That’s a real big problem. Started two days ago.,<USER> soooo....my alarm has no sound when it goes off. That’s a real big problem. Started two days ago.,5
conv_AppleSupport_1744789,1744789,@AppleSupport fix this “ I️ “ shit 🙄,<USER> fix this “ I️ “ shit 🙄,0
conv_AppleSupport_2007226,2007226,@AppleSupport 👋🏼 when will the Apple upgrade programme be open again to join? 🙋🏼,<USER> 👋🏼 when will the Apple upgrade programme be open again to join? 🙋🏼,4
conv_AppleSupport_2277967,2277967,@115858 I updated my phone to 11.1.1 and the “I” problem still hasn’t been fixed?,<USER> I updated my phone to 11.1.1 and the “I” problem still hasn’t been fixed?,3
conv_AppleSupport_1526062,1526062,I assume this is another phishing attempt? @AppleSupport https://t.co/e00ZYl1MeT,I assume this is another phishing attempt? <USER> <URL>,7
conv_AppleSupport_1560037,1560037,Whenever “I️” type the letter “I️” it shows up as: I️ ...fix this @AppleSupport,Whenever “I️” type the letter “I️” it shows up as: I️ ...fix this <USER>,0
conv_AppleSupport_583648,583648,Why my imovies is not working????@116333 https://t.co/dctDHKmHd5,Why my imovies is not working????<USER> <URL>,5
conv_AppleSupport_484572,484572,Of course we get over the question mark and exclamation mark when typing I. But now you can’t type it without a focking dot. I.t I.t I.t I.t I.t I.t I.t @115858 FIX YOUR SHIT,Of course we get over the question mark and exclamation mark when typing I. But now you can’t type it without a focking dot. I.t I.t I.t I.t I.t I.t I.t <USER> FIX YOUR SHIT,0
conv_AppleSupport_1586797,1586797,The new Watch update wrecked my watch faces w/ photos because I can’t adjust them or choose 1 photo anymore. Anything to do @AppleSupport,The new Watch update wrecked my watch faces w/ photos because I can’t adjust them or choose 1 photo anymore. Anything to do <USER>,5
conv_AppleSupport_2014274,2014274,"After updating my iphone 6s+ to 11.1,
Everytime I got notifications, touch become slow !!! 🤬
@AppleSupport","After updating my iphone 6s+ to 11.1, Everytime I got notifications, touch become slow !!! 🤬 <USER>",1
conv_AppleSupport_2300630,2300630,"@115858 okay this “ I️  “ shit is getting me tight, in the mood to switch to an Android today!","<USER> okay this “ I️ “ shit is getting me tight, in the mood to switch to an Android today!",2
conv_AppleSupport_2207515,2207515,"@AppleSupport essa atualização do iOS tá péssima. O consumo excessivo de bateria me atormenta,","<USER> essa atualização do iOS tá péssima. O consumo excessivo de bateria me atormenta,",4
conv_AppleSupport_1642363,1642363,"Recently iPhone has started autocorrecting “is” to “I.S.” ... seriously @115858, automatic testing have been around for a while #fail","Recently iPhone has started autocorrecting “is” to “I.S.” ... seriously <USER>, automatic testing have been around for a while #fail",2
conv_AppleSupport_2431366,2431366,@AppleSupport y’all need to fix whatever going on because my phone keeps messing u,<USER> y’all need to fix whatever going on because my phone keeps messing u,2
conv_AppleSupport_1220415,1220415,"@115858 my phone has been acting up, can y’all fix this these updates aren’t working b","<USER> my phone has been acting up, can y’all fix this these updates aren’t working b",6
conv_AppleSupport_2555227,2555227,@AppleSupport why does my new series 3 watch look pink? I ordered gold and it’s not that at all! Help! https://t.co/RcgLkWiw2Q,<USER> why does my new series 3 watch look pink? I ordered gold and it’s not that at all! Help! <URL>,5
conv_AppleSupport_1677780,1677780,I swear this stupid ass iPhone 8 glitches so much it’s annoying @115858 fix your shit 😒,I swear this stupid ass iPhone 8 glitches so much it’s annoying <USER> fix your shit 😒,2
conv_AppleSupport_1976907,1976907,@AppleSupport How do I get the time to show on the lock screen with this new update? https://t.co/gZTEpZgzAd,<USER> How do I get the time to show on the lock screen with this new update? <URL>,5
conv_AppleSupport_109066,109066,@AppleSupport Cuando agrego música en mi biblioteca/playlist de Apple Music estas no se guardan. Qué pasa ahí? Es muy molesto.,<USER> Cuando agrego música en mi biblioteca/playlist de Apple Music estas no se guardan. Qué pasa ahí? Es muy molesto.,4
conv_AppleSupport_1674771,1674771,So @115858 when are we going to get a fix for this I️ typo? I’m getting real tired of trying to unencrypt my messages after I️ send them....,So <USER> when are we going to get a fix for this I️ typo? I’m getting real tired of trying to unencrypt my messages after I️ send them....,0
conv_AppleSupport_1912349,1912349,"@115858 need to advise #iPhone6 users #not to #update to #iOS 11. Unacceptable bugs, stutters, app crashes, times when touch input fails.","<USER> need to advise #iPhone6 users #not to #update to #iOS 11. Unacceptable bugs, stutters, app crashes, times when touch input fails.",3
conv_AppleSupport_1977839,1977839,@115858 thanks for deleting my contacts after it took forever to update my phone,<USER> thanks for deleting my contacts after it took forever to update my phone,6
conv_AppleSupport_799396,799396,So like my iPhone 7 keeps freezing ever since I did the latest update??? What’s going on???? @115858 @AppleSupport,So like my iPhone 7 keeps freezing ever since I did the latest update??? What’s going on???? <USER> <USER>,6
conv_AppleSupport_1623854,1623854,"@115858 !!!!! Fix this I️ nonsense!!! 
COME. ON.",<USER> !!!!! Fix this I️ nonsense!!! COME. ON.,0
conv_AppleSupport_2016027,2016027,And this fuck question mark box is pissing me off @115858 how do I️ fix this 🤦🏾‍♂️,And this fuck question mark box is pissing me off <USER> how do I️ fix this 🤦🏾‍♂️,0
conv_AppleSupport_2890685,2890685,@115858 why since Iv updated my iPhone 6 has the battery become a complete joke it dies at 50% I’m charging it 3 times a day now every now and again I unlock my phone and can’t swipe to unlocked it the phone is only 18 months old and really starting to get on my nerves,<USER> why since Iv updated my iPhone 6 has the battery become a complete joke it dies at 50% I’m charging it 3 times a day now every now and again I unlock my phone and can’t swipe to unlocked it the phone is only 18 months old and really starting to get on my nerves,1
conv_AppleSupport_2805151,2805151,"Mas olha, não aguento mais meu celular vibrando toda vez que atualiza os e-mails em segundo plano, alô @AppleSupport como desativa isso?","Mas olha, não aguento mais meu celular vibrando toda vez que atualiza os e-mails em segundo plano, alô <USER> como desativa isso?",4
conv_AppleSupport_1805600,1805600,Not to mention the amount of hard resets I’ve had to do since updating @AppleSupport,Not to mention the amount of hard resets I’ve had to do since updating <USER>,5
conv_AppleSupport_2837235,2837235,Please @AppleSupport what is going on? My phone keeps freezing in @917 and when I screenshot it goes blank white. 😩,Please <USER> what is going on? My phone keeps freezing in <USER> and when I screenshot it goes blank white. 😩,2
conv_AppleSupport_1928851,1928851,@115858 I love you so much my heart is still broken with the fate of my earpods 😭 DON'T YOU WANT TO GIVE ME NEW ONES,<USER> I love you so much my heart is still broken with the fate of my earpods 😭 DON'T YOU WANT TO GIVE ME NEW ONES,4
conv_AppleSupport_939659,939659,@AppleSupport There's a student discount in Saudi Arabia for Apple Music??,<USER> There's a student discount in Saudi Arabia for Apple Music??,4
conv_AppleSupport_806266,806266,"Good morning @AppleSupport !
Why are emoji showing up in message iMac Messages window like this??? https://t.co/oyCeasiNmZ",Good morning <USER> ! Why are emoji showing up in message iMac Messages window like this??? <URL>,0
conv_AppleSupport_2031879,2031879,"@AppleSupport Since updating my iPhone 6, does not work well, I need help","<USER> Since updating my iPhone 6, does not work well, I need help",6
conv_AppleSupport_2079077,2079077,Hey thanks @115858 for out of nowhere deleting my iCloud backups from my old devices causing me to lose a crap load of photos and videos forever. Completely lost faith in iCloud 😡,Hey thanks <USER> for out of nowhere deleting my iCloud backups from my old devices causing me to lose a crap load of photos and videos forever. Completely lost faith in iCloud 😡,4
conv_AppleSupport_2404864,2404864,Day 70 something of apples terrible freezing IOS11 software and today I can’t even tell the time. #dontbuyapple @AppleSupport @115858 https://t.co/mhIe29ATnH,Day 70 something of apples terrible freezing IOS11 software and today I can’t even tell the time. #dontbuyapple <USER> <USER> <URL>,3
conv_AppleSupport_1761257,1761257,@115858 I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ FIX IT I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️,<USER> I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ FIX IT I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️,0
conv_AppleSupport_1930540,1930540,My @115858 EarPods have broken three times this month #FirstWorldProblems,My <USER> EarPods have broken three times this month #FirstWorldProblems,5
conv_AppleSupport_1539943,1539943,Hi @AppleSupport why did the iOS 11.1 update make me unable to type an uppercase i. FIGURE IT OUT. https://t.co/Zd5Lkhxtqy,Hi <USER> why did the iOS 11.1 update make me unable to type an uppercase i. FIGURE IT OUT. <URL>,3
conv_AppleSupport_1699825,1699825,"@115858 I don’t understand why, when I️ text normally the “A ?” pops up when I️ text but not when I️ tweet you.","<USER> I don’t understand why, when I️ text normally the “A ?” pops up when I️ text but not when I️ tweet you.",0
conv_AppleSupport_1698518,1698518,"hey @115858 can u like ,, fix the bug in the new ios11 update","hey <USER> can u like ,, fix the bug in the new ios11 update",3
conv_AppleSupport_2373237,2373237,@115858 any chance y’all can stop making my phone all glitchy and accept the fact that im too broke for the X thanks,<USER> any chance y’all can stop making my phone all glitchy and accept the fact that im too broke for the X thanks,2
conv_AppleSupport_2683676,2683676,"More and more iPhones are getting bricked @applesupport ! Today morning my wife’s again for the second time, and now my mother’s what’s taking you long to issue a fix?","More and more iPhones are getting bricked <USER> ! Today morning my wife’s again for the second time, and now my mother’s what’s taking you long to issue a fix?",2
conv_AppleSupport_1967226,1967226,@AppleSupport just do I.T! Please fix autocorrect for “it”. Please please please!,<USER> just do I.T! Please fix autocorrect for “it”. Please please please!,0
conv_AppleSupport_2446373,2446373,"@AppleSupport is there any problems with iCloud right now? my computer is prompting for login and gives ""unknown error"" when i enter my password.","<USER> is there any problems with iCloud right now? my computer is prompting for login and gives ""unknown error"" when i enter my password.",4
conv_AppleSupport_1710006,1710006,@AppleSupport My iPhone 6 keeps freezing and restarting after I updated it to 11.1,<USER> My iPhone 6 keeps freezing and restarting after I updated it to 11.1,6
conv_AppleSupport_927624,927624,@115858 fix it https://t.co/9kUB2HdZ2l,<USER> fix it <URL>,7
conv_AppleSupport_2727107,2727107,"Anyone else having issues with “I “ on the iPhone? It keeps changing to I️ 
How they get you to get a new phone 🤔🤔 #iPhoneX @115858",Anyone else having issues with “I “ on the iPhone? It keeps changing to I️ How they get you to get a new phone 🤔🤔 #iPhoneX <USER>,2
conv_AppleSupport_2014505,2014505,@AppleSupport da fawck🤬 https://t.co/yRuKDL3EOy,<USER> da fawck🤬 <URL>,7
conv_AppleSupport_1863721,1863721,@AppleSupport OS 11.03 is basically making my iPhone 7 inoperable. So bad I want a google phone... words I thought I’d never say!,<USER> OS 11.03 is basically making my iPhone 7 inoperable. So bad I want a google phone... words I thought I’d never say!,2
conv_AppleSupport_62275,62275,Downloaded the @115858 iPhone update.  Thought maybe it would correct my phone crashing problem.  Nope. @AppleSupport iPhone still crashing,Downloaded the <USER> iPhone update. Thought maybe it would correct my phone crashing problem. Nope. <USER> iPhone still crashing,6
conv_AppleSupport_2093855,2093855,why am I seeing question marks in boxes all over ... ummm @115858 get your shit together...,why am I seeing question marks in boxes all over ... ummm <USER> get your shit together...,0
conv_AppleSupport_1621214,1621214,@115858 Fix the thing. You know what I’m talking about.,<USER> Fix the thing. You know what I’m talking about.,0
conv_AppleSupport_2312118,2312118,I️ guess not. Now what @AppleSupport? https://t.co/uuMlasaEXT,I️ guess not. Now what <USER>? <URL>,7
conv_AppleSupport_1679190,1679190,@115858 PLEASE get your shit together &amp; figure out this “I️” changing to boxes &amp; symbols nonsense,<USER> PLEASE get your shit together &amp; figure out this “I️” changing to boxes &amp; symbols nonsense,0
conv_AppleSupport_2014888,2014888,I can literally tell who’s tweeting from an iPhone now. Smh. Stupid broken “I”. @115858,I can literally tell who’s tweeting from an iPhone now. Smh. Stupid broken “I”. <USER>,2
conv_AppleSupport_2072181,2072181,@115858 updated my phone and now my emails won’t load ?,<USER> updated my phone and now my emails won’t load ?,6
conv_AppleSupport_2976771,2976771,"On the phone with @AppleSupport for 30 minutes, placed on hold. then hung up on... LOVE IT!","On the phone with <USER> for 30 minutes, placed on hold. then hung up on... LOVE IT!",2
conv_AppleSupport_1733763,1733763,@AppleSupport sometimes access to the camera and widgets on the lock screen is not working,<USER> sometimes access to the camera and widgets on the lock screen is not working,5
conv_AppleSupport_550728,550728,@115858 guys i am facing updating my ios its restarting time and again,<USER> guys i am facing updating my ios its restarting time and again,6
conv_AppleSupport_2062398,2062398,I need you to help me with my iPhone 6s @AppleSupport I need all the support..,I need you to help me with my iPhone 6s <USER> I need all the support..,2
conv_AppleSupport_2487283,2487283,"@115858 Thanks for stuffing up my iPhone 7 Plus with your sh*tty iOS 11.1.1 update. Music not displaying properly, bluetooth disconnects etc etc etc. Do you testers actually test?? #disappointedinapple","<USER> Thanks for stuffing up my iPhone 7 Plus with your sh*tty iOS 11.1.1 update. Music not displaying properly, bluetooth disconnects etc etc etc. Do you testers actually test?? #disappointedinapple",3
conv_AppleSupport_268245,268245,@AppleSupport en alguna de sus actualizaciones arreglaran algo que en realidad sirva en su basura de #iOS11 ? Mi iPad lleva dos dias así... https://t.co/6vpanZrJeW,<USER> en alguna de sus actualizaciones arreglaran algo que en realidad sirva en su basura de #iOS11 ? Mi iPad lleva dos dias así... <URL>,3
conv_AppleSupport_2841945,2841945,@AppleSupport Unable to enable your 2FA via text or phone. Seems the code will not work.,<USER> Unable to enable your 2FA via text or phone. Seems the code will not work.,4
conv_AppleSupport_2110840,2110840,"@AppleSupport #Apple &gt;10 minutes and 2 hangups to speak to someone at Santa Monica Promenade store, to set appointment because of your absurd call for impossible to read serial  numbers - both a major decline in experience, now 12 mins on hold....","<USER> #Apple &gt;10 minutes and 2 hangups to speak to someone at Santa Monica Promenade store, to set appointment because of your absurd call for impossible to read serial numbers - both a major decline in experience, now 12 mins on hold....",4
conv_AppleSupport_386556,386556,oh hey @115858 why is my phone making a crackling sound when i listen to music? 😩,oh hey <USER> why is my phone making a crackling sound when i listen to music? 😩,2
conv_AppleSupport_2111400,2111400,@AppleSupport hi! Sent u a dm. Please check.,<USER> hi! Sent u a dm. Please check.,7
conv_AppleSupport_2280337,2280337,These question marks with the As starting to piss me off @AppleSupport,These question marks with the As starting to piss me off <USER>,0
conv_AppleSupport_2756131,2756131,@AppleSupport Playlists DISAPPEARED on iPhone. When the phone updated to iOS 11.1.2 the playlists on my iPhone disappeared and did NOT reappear when I synched my mac to the iPhone. I tried to restart the phone and synch with my mac. Playlist gone #Apple,<USER> Playlists DISAPPEARED on iPhone. When the phone updated to iOS 11.1.2 the playlists on my iPhone disappeared and did NOT reappear when I synched my mac to the iPhone. I tried to restart the phone and synch with my mac. Playlist gone #Apple,5
conv_AppleSupport_1462596,1462596,@AppleSupport - You should implement Friends Live Location Sharing into iMessage.,<USER> - You should implement Friends Live Location Sharing into iMessage.,7
conv_AppleSupport_321757,321757,@AppleSupport when are you guys going to fix the appalling battery issues on iOS 11?,<USER> when are you guys going to fix the appalling battery issues on iOS 11?,1
conv_AppleSupport_181405,181405,I updated my iMac to high sierra and it keeps dropping the internet so you know maybe don’t update yet. @AppleSupport,I updated my iMac to high sierra and it keeps dropping the internet so you know maybe don’t update yet. <USER>,5
conv_AppleSupport_247597,247597,When you want to vent at how awful your iPhone battery is after iOS 11 but know you’ll just get generic responses from @AppleSupport 😩,When you want to vent at how awful your iPhone battery is after iOS 11 but know you’ll just get generic responses from <USER> 😩,1
conv_AppleSupport_2210685,2210685,I just want to see my battery percentage again. Come on @115858 give it back. #ThanksObama #FirstWorldProblems,I just want to see my battery percentage again. Come on <USER> give it back. #ThanksObama #FirstWorldProblems,5
conv_AppleSupport_1598076,1598076,@116333 Your lovely new product ruined my weekend and genius could do nothing about this. #Apple #iPhoneX https://t.co/QvE8mPFXTR,<USER> Your lovely new product ruined my weekend and genius could do nothing about this. #Apple #iPhoneX <URL>,2
conv_AppleSupport_1267181,1267181,@115858 @AppleSupport iPhone X has wireless charger in the box or need to buy separately ?,<USER> <USER> iPhone X has wireless charger in the box or need to buy separately ?,4
conv_AppleSupport_1505178,1505178,"@AppleSupport My dad’s phone needs service, Can I bring his phone into the Genius Bar to be serviced for him under an appointment?","<USER> My dad’s phone needs service, Can I bring his phone into the Genius Bar to be serviced for him under an appointment?",4
conv_AppleSupport_2977747,2977747,"@AppleSupport why does it take so long for my mail to load, it sometimes doesn't even update","<USER> why does it take so long for my mail to load, it sometimes doesn't even update",5
conv_AppleSupport_763991,763991,3 pairs of @118845 3 left side blowouts #angry #maybeimdeaf,3 pairs of <USER> 3 left side blowouts #angry #maybeimdeaf,7
conv_AppleSupport_1908826,1908826,"You have to do something with the ios11, it consumes all my battery, the screen goes dark &amp; restarts the phone Fix it @115858 @AppleSupport","You have to do something with the ios11, it consumes all my battery, the screen goes dark &amp; restarts the phone Fix it <USER> <USER>",1
conv_AppleSupport_2304041,2304041,@AppleSupport — updated my phone and now my phone is slow and unresponsive. What do I do about this issue? Thank you,<USER> — updated my phone and now my phone is slow and unresponsive. What do I do about this issue? Thank you,6
conv_AppleSupport_2439756,2439756,@115858 @AppleSupport you guys dropped the ball with this new software update. My phone is jacked up. Keeps freezing and shutting off,<USER> <USER> you guys dropped the ball with this new software update. My phone is jacked up. Keeps freezing and shutting off,6
conv_AppleSupport_1725752,1725752,@AppleSupport CMON. FIX THAT GLITCH. I️ didn’t type box with a ? 😡 https://t.co/YcQH6aUqKR,<USER> CMON. FIX THAT GLITCH. I️ didn’t type box with a ? 😡 <URL>,0
conv_AppleSupport_374790,374790,@AppleSupport +673 is NOT international dialing code for Brazil. #iOS11 #contactsnotworking,<USER> +673 is NOT international dialing code for Brazil. #iOS11 #contactsnotworking,2
conv_AppleSupport_1882975,1882975,I have the worst luck with phones mine completely shattered so dear @115858 please work on making the iPhone screens a whole a lot durable TY,I have the worst luck with phones mine completely shattered so dear <USER> please work on making the iPhone screens a whole a lot durable TY,2
conv_AppleSupport_2040985,2040985,"@115858 yo this update got my phone all dumb, im gonna get a galaxy if yall don’t get it together 💆🏾🙄","<USER> yo this update got my phone all dumb, im gonna get a galaxy if yall don’t get it together 💆🏾🙄",6
conv_AppleSupport_1467512,1467512,my phone is so fucking disrespectful. i cant deal with this. i deleted EVERY SINGLE PHOTO from my phone and this bitch only got 800 mds free,my phone is so fucking disrespectful. i cant deal with this. i deleted EVERY SINGLE PHOTO from my phone and this bitch only got 800 mds free,2
conv_AppleSupport_1039370,1039370,I'm trying to report a bug to @115858 via https://t.co/1VdNHbShDR. I get logged out every time I log in. What's going on there?,I'm trying to report a bug to <USER> via <URL> I get logged out every time I log in. What's going on there?,7
conv_AppleSupport_2014929,2014929,@115858 @AppleSupport   Apple makes their phones water resistant but yet they still can’t make them fire resistant SMH #freephone https://t.co/dioUDSIAzm,<USER> <USER> Apple makes their phones water resistant but yet they still can’t make them fire resistant SMH #freephone <URL>,4
conv_AppleSupport_2621235,2621235,"@AppleSupport songs aren’t being added to any playlists. It comes up with the icon saying “added to playlist” but they don’t actually add to the playlist. I’ve tried new songs, old songs, downloaded songs and stuff I haven’t got downloaded","<USER> songs aren’t being added to any playlists. It comes up with the icon saying “added to playlist” but they don’t actually add to the playlist. I’ve tried new songs, old songs, downloaded songs and stuff I haven’t got downloaded",5
